"CODIGO";"DOTACAO";"GRUPO";"DESCRICAOGRUPO";"ITEM";"RECEITA";"DESCRICAOITEM";"USUARIO";"DHMODIFICACAO"
"382,000000";"315330,000000";"080";"Básica - Orçamento";"333040";"";"Material Educativo, Esportivo e Cultural";"NUNO";"23/04/2012 13:42"
"383,000000";"316034,000000";"857";"Projetos Especiais - Orçamento";"445234";"";"Outros Equipamentos e Material Permanente";"NUNO";"25/04/2012 08:32"
"384,000000";"316360,000000";"867";"NAPES - Renda Industrial";"332001";"S";"Auxílio Financeiro a Pesquisadores";"NUNO";"11/05/2012 10:57"
"385,000000";"316336,000000";"867";"NAPES - Renda Industrial";"333060";"S";"Suprimentos de Informatica";"NUNO";"25/04/2012 14:10"
"386,000000";"317383,000000";"867";"NAPES - Renda Industrial";"333912";"S";"Serviços, Programas e Aplicativos de Informática";"NUNO";"25/04/2012 14:31"
"387,000000";"174,000000";"174";"Acréscimos Orçamentários - Renda Industrial";"174";"S";"Saldo Financeiro";"NUNO";"26/03/2013 08:29"
"388,000000";"318509,000000";"867";"NAPES - Renda Industrial";"333050";"S";"Peças de Reposição e Acessórios";"NUNO";"11/05/2012 10:59"
"389,000000";"318355,000000";"867";"NAPES - Renda Industrial";"333061";"S";"Peças, Acessórios e Componentes de Informática";"NUNO";"12/09/2012 15:52"
"390,000000";"318371,000000";"867";"NAPES - Renda Industrial";"333090";"S";"Outros Materiais de Consumo";"NUNO";"11/05/2012 13:40"
"391,000000";"318517,000000";"867";"NAPES - Renda Industrial";"445232";"S";"Mobiliário em Geral";"NUNO";"11/05/2012 15:02"
"392,000000";"319955,000000";"080";"Básica - Renda Industrial";"333999";"S";"Outros Serviços e Encargos - Pessoa Jurídica";"NUNO";"22/05/2012 13:37"
"393,000000";"321534,000000";"857";"Projetos Especiais - Orçamento";"445232";"";"Mobiliario em Geral";"NUNO";"21/06/2012 16:19"
"394,000000";"324959,000000";"081";"Manutenção de Edifícios - Orçamento";"333343";"";"Locação de Veículos, Aeronaves e Outros";"NUNO";"23/08/2012 09:27"
"395,000000";"327460,000000";"867";"NAPES - Renda Industrial";"333040";"S";"Material Educativo, Esportivo e Cultural";"NUNO";"12/09/2012 15:53"
"396,000000";"331335,000000";"080";"Básica - Orçamento";"332001";"";"Auxílio Financeiro a Pesquisadores";"NUNO";"13/11/2012 13:56"
"397,000000";"331327,000000";"866";"Pro-Ed - Orçamento";"445232";"";"Mobiliario em Geral";"NUNO";"22/11/2012 15:46"
"398,000000";"331343,000000";"174";"Acréscimos Orçamentários - Orçamento";"332001";"";"Auxílio Financeiro a Pesquisadores";"NUNO";"22/11/2012 16:02"
"399,000000";"847,000000";"080";"Básica - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"25/10/2016 10:32"
"400,000000";"855,000000";"080";"Básica - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"09/11/2018 10:34"
"401,000000";"863,000000";"081";"Manutenção de Edifícios - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"19/12/2016 09:33"
"402,000000";"871,000000";"082";"Equipamentos de Segurança - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"30/03/2015 13:43"
"403,000000";"880,000000";"083";"Manutenção e Reposição de Equipamentos de Informática - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"22/07/2016 09:49"
"404,000000";"898,000000";"084";"Treinamento de Servidores - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"30/03/2015 13:43"
"405,000000";"20635,000000";"080";"Básica - Orçamento";"331400";"";"Diárias Civil";"NUNO";"30/03/2015 13:45"
"406,000000";"20660,000000";"080";"Básica - Orçamento";"331800";"";"Auxílio Financeiro a Estudantes";"NUNO";"30/03/2015 13:45"
"407,000000";"20694,000000";"080";"Básica - Orçamento";"332000";"";"Auxílio Financeiro a Pesquisadores";"NUNO";"30/03/2015 13:47"
"408,000000";"20716,000000";"080";"Básica - Orçamento";"333000";"";"Material de Consumo";"NUNO";"30/03/2015 13:47"
"409,000000";"20740,000000";"080";"Básica - Orçamento";"333300";"";"Passagens e Despesas com Locomoções";"NUNO";"30/03/2015 13:48"
"410,000000";"20775,000000";"080";"Básica - Orçamento";"333600";"";"Outros Serviços de Terceiros - PF";"NUNO";"30/03/2015 13:49"
"411,000000";"20813,000000";"080";"Básica - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"08/04/2015 10:04"
"412,000000";"20856,000000";"080";"Básica - Orçamento";"339200";"";"Despesas de Exercício Anteriores";"NUNO";"30/03/2015 13:53"
"413,000000";"20929,000000";"080";"Básica - Orçamento";"445200";"";"Equipamentos e Material Permanente";"NUNO";"30/03/2015 13:56"
"414,000000";"20953,000000";"081";"Manutenção de Edifícios - Orçamento";"333000";"";"Material de Consumo";"NUNO";"30/03/2015 13:57"
"415,000000";"20996,000000";"081";"Manutenção de Edifícios - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"30/03/2015 13:59"
"416,000000";"21020,000000";"082";"Equipamentos de Segurança - Orçamento";"333000";"";"Material de Consumo";"NUNO";"30/03/2015 13:59"
"417,000000";"21097,000000";"083";"Manutenção e Reposição de Equipamentos de Informática - Orçamento";"333000";"";"Material de Consumo";"NUNO";"11/05/2018 14:59"
"418,000000";"21119,000000";"083";"Manut. e Reposição de Equipamentos de Informática - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"30/03/2015 14:01"
"419,000000";"21135,000000";"083";"Manut. e Reposição de Equipamentos de Informática - Orçamento";"445200";"";"Equipamentos e Material Permanente";"NUNO";"30/03/2015 14:01"
"420,000000";"21151,000000";"084";"Treinamento de Servidores - Orçamento";"331400";"";"Diárias - Civil";"NUNO";"30/03/2015 14:02"
"421,000000";"21178,000000";"831";"Serviços Terceirizados - Orçamento";"333700";"";"Serviços Limpeza, Vigilância e Outros - PJ";"NUNO";"19/12/2016 09:37"
"422,000000";"21194,000000";"831";"Serviços Terceirizados - Orçamento";"339200";"";"Despesas Exercícios Anteriores";"NUNO";"19/12/2016 09:38"
"423,000000";"21216,000000";"857";"Projetos Especiais - Orçamento";"331400";"";"Diárias Civil";"NUNO";"30/03/2015 14:05"
"424,000000";"21259,000000";"857";"Projetos Especiais - Orçamento";"331800";"";"Auxílio Financeiro a Estudantes";"NUNO";"30/03/2015 14:05"
"425,000000";"21283,000000";"857";"Projetos Especiais - Orçamento";"332000";"";"Auxílio Financeiro a Pesquisadores";"NUNO";"30/03/2015 14:06"
"426,000000";"21399,000000";"857";"Projetos Especiais - Orçamento";"333600";"";"Outros Serviços de Terceiros - P.F.";"NUNO";"30/03/2015 14:13"
"427,000000";"21445,000000";"857";"Projetos Especiais - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"30/03/2015 14:15"
"428,000000";"21453,000000";"857";"Projetos Especiais - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"30/03/2015 14:15"
"429,000000";"21461,000000";"857";"Projetos Especiais - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"30/03/2015 14:16"
"430,000000";"21470,000000";"857";"Projetos Especiais - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"30/03/2015 14:17"
"431,000000";"21542,000000";"857";"Projetos Especiais - Orçamento";"445200";"";"Equipamentos e Material Permanente";"NUNO";"30/03/2015 14:19"
"432,000000";"21585,000000";"866";"Pro-Ed - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"30/03/2015 14:20"
"433,000000";"21593,000000";"866";"Pro-Ed - Orçamento";"445200";"";"Equipamentos e Material Permanente";"NUNO";"30/03/2015 14:20"
"434,000000";"21704,000000";"174";"Acréscimos Orçamentários - Orçamento";"331400";"";"Diárias";"NUNO";"30/03/2015 14:23"
"435,000000";"21712,000000";"174";"Acréscimos Orçamentários - Orçamento";"331800";"";"Auxílio Financeiro a Estudantes";"NUNO";"30/03/2015 14:24"
"436,000000";"21720,000000";"174";"Acréscimos Orçamentários - Orçamento";"332000";"";"Auxilio Financeiro a Pesquisadores";"NUNO";"30/03/2015 14:24"
"437,000000";"21780,000000";"174";"Acréscimos Orçamentários - Orçamento";"333600";"";"Outros Serviços Terceiros - PF";"NUNO";"30/03/2015 14:25"
"438,000000";"21801,000000";"174";"Acréscimos Orçamentários - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"30/03/2015 14:26"
"439,000000";"21798,000000";"174";"Acréscimos Orçamentários - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"30/03/2015 14:25"
"440,000000";"110464,000000";"174";"Acréscimos Orçamentários - Orçamento";"339200";"";"Despesas Exercícios Anteriores";"NUNO";"30/03/2015 14:31"
"441,000000";"21992,000000";"179";"Convênios";"445200";"";"Equipamentos e Material Permanente";"NUNO";"30/03/2015 14:30"
"442,000000";"20643,000000";"080";"Básica - Renda Industrial";"331400";"S";"Diárias - Civil";"NUNO";"30/03/2015 13:45"
"443,000000";"20724,000000";"080";"Básica - Renda Industrial";"333000";"S";"Material de Consumo";"NUNO";"30/03/2015 13:48"
"444,000000";"20759,000000";"080";"Básica - Renda Industrial";"333300";"S";"Passagens e Despesas com Locomoção";"NUNO";"30/03/2015 13:49"
"445,000000";"20783,000000";"080";"Básica - Renda Industrial";"333600";"S";"Outros Serviços de Terceiros - PF";"NUNO";"30/03/2015 13:50"
"446,000000";"20805,000000";"080";"Básica - Renda Industrial";"333700";"S";"Serviços de Limpeza, Vigilância e Outros - PJ";"NUNO";"28/02/2018 08:44"
"447,000000";"20821,000000";"080";"Básica - Renda Industrial";"333900";"S";"Outros Serviços de Terceiros - PJ";"NUNO";"30/03/2015 13:51"
"448,000000";"20864,000000";"080";"Básica - Renda Industrial";"339200";"S";"Despesas de Exercícios Anteriores";"NUNO";"30/03/2015 13:54"
"449,000000";"20937,000000";"080";"Básica - Renda Industrial";"445200";"S";"Equipamentos e Material Permanente";"NUNO";"30/03/2015 13:57"
"450,000000";"21402,000000";"857";"Projetos Especiais - Renda Industrial";"333600";"S";"Outros Serviços de Terceiros - PF";"NUNO";"30/03/2015 14:14"
"451,000000";"21437,000000";"857";"Projetos Especiais - Renda Industrial";"333700";"S";"Serviço Limpeza, Vigilância e Outros - PJ";"NUNO";"30/03/2015 14:15"
"452,000000";"21488,000000";"857";"Projetos Especiais - Renda Industrial";"333900";"S";"Outros Serviços de Terceiros - PJ";"NUNO";"30/03/2015 14:17"
"453,000000";"21500,000000";"857";"Projetos Especiais - Renda Industrial";"333900";"S";"Outros Serviços de Terceiros - PJ";"NUNO";"30/03/2015 14:18"
"454,000000";"21518,000000";"857";"Projetos Especiais - Renda Industrial";"333900";"S";"Outros Serviços de Terceiros - PJ";"NUNO";"30/03/2015 14:19"
"455,000000";"21569,000000";"857";"Projetos Especiais - Renda Industrial";"445200";"S";"Equipamentos e Material Permanente";"NUNO";"30/03/2015 14:20"
"456,000000";"21607,000000";"867";"NAPES - Renda Industrial";"331400";"S";"Diarias Civil";"NUNO";"30/03/2015 14:21"
"457,000000";"21623,000000";"867";"NAPES - Renda Industrial";"332000";"S";"Auxílio Financeiro a Pesquisadores";"NUNO";"30/03/2015 14:21"
"458,000000";"21631,000000";"867";"NAPES - Renda Industrial";"333000";"S";"Material de Consumo";"NUNO";"30/03/2015 14:22"
"459,000000";"21640,000000";"867";"NAPES - Renda Industrial";"333600";"S";"Outros Serviços de Terceiros - PF";"NUNO";"30/03/2015 14:22"
"460,000000";"21666,000000";"867";"NAPES - Renda Industrial";"333900";"S";"Outros Serviços de Terceiros - PJ";"NUNO";"30/03/2015 14:22"
"461,000000";"21674,000000";"867";"NAPES - Renda Industrial";"445200";"S";"Equipamentos e Material Permanente";"NUNO";"30/03/2015 14:23"
"462,000000";"21810,000000";"174";"Acréscimos Orçamentários - Renda Industrial";"333900";"S";"Outros Serviços de Terceiros - PJ";"NUNO";"30/03/2015 14:29"
"463,000000";"8057,000000";"857";"Projetos Especiais - Renda Industrial";"100";"S";"Saldo Financeiro";"NUNO";"26/03/2013 09:17"
"464,000000";"21380,000000";"857";"Projetos Especiais - Orçamento";"333600";"";"Outros Serviços de Terceiros - PF";"NUNO";"30/03/2015 14:08"
"465,000000";"21763,000000";"174";"Acréscimos Orçamentários - Orçamento";"333300";"";"Passagens e Despesas com Locomoção";"NUNO";"30/03/2015 14:25"
"466,000000";"20848,000000";"080";"Básica - Renda Industrial";"333900";"S";"Outros Serviços de Terceiros - PJ";"NUNO";"30/03/2015 13:52"
"467,000000";"116489,000000";"857";"Projetos Especiais - Renda Industrial";"333300";"S";"Passagens e Despesas com Locomoção";"NUNO";"30/03/2015 14:32"
"468,000000";"21089,000000";"083";"Manut. e Reposição de Equipamentos de Informática - Orçamento";"333000";"";"Material de Consumo";"NUNO";"30/03/2015 14:00"
"469,000000";"21321,000000";"857";"Projetos Especiais - Orçamento";"333000";"";"Material de Consumo";"NUNO";"30/03/2015 14:07"
"470,000000";"21330,000000";"857";"Projetos Especiais - Renda Industrial";"333000";"S";"Material de Consumo";"NUNO";"30/03/2015 14:08"
"471,000000";"21615,000000";"867";"NAPES - Renda Industrial";"331800";"S";"Auxílio Financeiro a Estudantes";"NUNO";"30/03/2015 14:21"
"472,000000";"117310,000000";"174";"Acréscimos Orçamentários - Renda Industrial";"333300";"S";"Passagens e Despesas com Locomoção";"NUNO";"30/03/2015 14:32"
"473,000000";"1220988,000000";"081";"Manutenção de Edifícios - Orçamento";"333700";"";"Serviços de Limpeza, Vigilância e Outros - PJ";"NUNO";"30/03/2015 14:39"
"474,000000";"21267,000000";"857";"Projetos Especiais - Renda Industrial";"331800";"S";"Auxílio Financeiro a Estudantes";"NUNO";"30/03/2015 14:06"
"475,000000";"119330,000000";"081";"Manutenção de Edifícios - Orçamento";"445200";"";"Equipamento e Material Permanente";"NUNO";"30/03/2015 14:33"
"476,000000";"21429,000000";"857";"Projetos Especiais - Renda Industrial";"33600";"S";"Outros Serviços de Terceiros - PF";"NUNO";"30/03/2015 14:14"
"477,000000";"121229,000000";"857";"Projetos Especiais - Renda Industrial";"445200";"S";"Equipamentos e Material Permanente";"NUNO";"30/03/2015 14:33"
"478,000000";"122063,000000";"174";"Acréscimos Orçamentários - Renda Industrial";"332000";"S";"Auxílio Financeiro a Pesquisadores";"NUNO";"30/03/2015 14:34"
"479,000000";"20830,000000";"080";"Básica - Renda Industrial";"333900";"S";"Outros Serviços de Terceiros - PJ";"NUNO";"30/03/2015 13:52"
"480,000000";"20902,000000";"080";"Básica - Renda Industrial";"445100";"S";"Obras e Instalações";"NUNO";"30/03/2015 13:56"
"481,000000";"123450,000000";"857";"Projetos Especiais - Renda Industrial";"333600";"S";"Outros Serviços de Terceiros - PF";"NUNO";"30/03/2015 14:34"
"482,000000";"21496,000000";"857";"Projetos Especiais - Renda Industrial";"333900";"S";"Outros Serviços de Terceiros - PJ";"NUNO";"30/03/2015 14:18"
"483,000000";"20899,000000";"080";"Básica - Orçamento";"445100";"";"Obras e Instalações";"NUNO";"30/03/2015 13:55"
"484,000000";"21070,000000";"082";"Equipamentos de Segurança - Orçamento";"445200";"";"Equipamentos e Material Permanente";"NUNO";"30/03/2015 14:00"
"485,000000";"20988,000000";"081";"Outros Serviços de Terceiros - PJ";"333700";"";"Outros Serviços";"NUNO";"30/03/2015 13:58"
"486,000000";"126356,000000";"867";"NAPS - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"17/12/2015 13:53"
"487,000000";"126984,000000";"082";"Equipamentos de Segurança - Orçamento";"449051";"";"Obras e Instalações";"NUNO";"30/03/2015 14:35"
"488,000000";"127000,000000";"867";"NAPS - Orçamento";"333600";"";"Outros Serviços de Terceiros - PF";"NUNO";"17/12/2015 13:53"
"489,000000";"127018,000000";"867";"NAPS - Orçamento";"332000";"";"Auxílio Financeiro a Pesquisadores";"NUNO";"17/12/2015 13:52"
"490,000000";"127492,000000";"857";"Projetos Especiais - Orçamento";"331800";"";"Auxílio Financeiro a Estudantes";"NUNO";"30/03/2015 14:36"
"491,000000";"20678,000000";"080";"Básica - Renda Industrial";"331800";"S";"Auxílio Financeiro a Estudantes";"NUNO";"30/03/2015 13:46"
"492,000000";"128685,000000";"082";"Equipamentos de Segurança - Orçamento";"445100";"";"Obras e Instalações";"NUNO";"30/03/2015 14:36"
"493,000000";"128936,000000";"867";"NAPS - Orçamento";"339014";"";"Diárias, Ajuda de Custo e Regime de Quilometragem";"NUNO";"17/12/2015 13:51"
"494,000000";"129029,000000";"867";"NAPS - Orçamento";"445200";"";"Equipamentos e Material Permanente";"NUNO";"17/12/2015 13:54"
"495,000000";"129223,000000";"082";"Equipamentos de Segurança - Orçamento";"449052";"";"Equipamentos e Material Permanente";"NUNO";"30/03/2015 14:37"
"496,000000";"129797,000000";"084";"Treinamento de Servidores - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"30/03/2015 14:38"
"497,000000";"129940,000000";"082";"Equipamentos de Segurança - Orçamento";"333900";"";"Outros Serviços de Terceiros - PF";"NUNO";"30/03/2015 14:38"
"498,000000";"132623,000000";"252";"Convênios OBTV";"331400";"";"Diárias - Civil";"NUNO";"22/09/2014 16:18"
"499,000000";"132429,000000";"252";"Convênios OBTV";"331800";"";"Auxilio Financeiro a Estudantes";"NUNO";"22/09/2014 16:18"
"500,000000";"132585,000000";"252";"Convênios OBTV";"332000";"";"Auxilio Financeiro a Pesquisadores";"NUNO";"09/09/2016 13:26"
"501,000000";"132208,000000";"252";"Convênios OBTV";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"16/10/2014 13:56"
"502,000000";"133093,000000";"867";"NAPS - Orçamento";"333000";"";"Material de Consumo";"NUNO";"17/12/2015 13:52"
"503,000000";"252,000000";"252";"Convênios OBTV - Renda Industrial";"252";"S";"Recolhimentos";"NUNO";"24/01/2017 11:19"
"504,000000";"21186,000000";"831";"Serviços Terceirizados - Orçamento";"339039";"";"Outros Serviço de Terceiros - Pessoa Jurídica";"NUNO";"19/12/2016 09:38"
"505,000000";"136002,000000";"259";"Despesas com Transportes - Orçamento";"339039";"";"Outros Serviços e Encargos - Pessoa Jurídica";"NUNO";"17/12/2015 14:26"
"506,000000";"137025,000000";"252";"Convênios OBTV";"333000";"";"Material de Consumo";"ALE_VIOTTO";"20/01/2015 15:56"
"507,000000";"138226,000000";"402";"Formação de Professores - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"17/12/2015 14:52"
"508,000000";"138390,000000";"402";"Formação de Professores - Orçamento";"333600";"";"Outros Serviços de Terceiros - PF";"NUNO";"17/12/2015 14:52"
"509,000000";"139630,000000";"259";"Despesas com Transportes";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"31/03/2016 09:26"
"510,000000";"140492,000000";"252";"Convênios OBTV";"333300";"";"Passagens e Despesas com Locomoção";"NUNO";"24/02/2015 14:26"
"511,000000";"139702,000000";"230";"Avaliação Institucional - Orçamento";"333900";"";"Outros Serviços e Encargos - Pessoa Jurídica";"NUNO";"17/12/2015 14:18"
"512,000000";"142800,000000";"400";"Apoio a Viagens Didáticas e Atividades de Campo - Orçamento";"331400";"";"Diárias Cívil";"NUNO";"17/12/2015 14:49"
"513,000000";"139125,000000";"400";"Apoio a Viagens Didáticas e Atividades de Campo - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"17/12/2015 14:50"
"514,000000";"141553,000000";"812";"Assinaturas de Periódicos Científicos - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"04/07/2017 10:49"
"515,000000";"143149,000000";"867";"NAPS - Orçamento";"339300";"";"Indenizações e Restituições Diversos";"NUNO";"17/12/2015 13:54"
"516,000000";"20880,000000";"080";"Básica - Orçamento";"339300";"";"Indenizações e Restituições Diversos";"NUNO";"08/04/2015 10:05"
"517,000000";"142819,000000";"400";"Apoio a Viagens Didáticas e Atividades de Campo - Orçamento";"333300";"";"Passagens e Despesas com Locomoção";"NUNO";"17/12/2015 14:50"
"518,000000";"143440,000000";"400";"Apoio a Viagens Didáticas e Atividades de Campo - Orçamento";"331800";"";"Auxílio Financeiro a Estudantes";"NUNO";"17/12/2015 14:50"
"519,000000";"142088,000000";"173";"Preservação e Conservação de Materiais Bibliográficos - Orçamento";"333900";"";"Outros Serviços e Encargos - Pessoa Jurídica";"NUNO";"17/12/2015 14:12"
"520,000000";"143602,000000";"300";"Fomento ás Iniciativas de Cultura e Extensão - Renda Industrial";"333900";"S";"Outros Serviços de Terceiros - Pessoa Juridica";"NUNO";"27/01/2016 08:53"
"521,000000";"138633,000000";"404";"Projetos Especiais - Graduação - Orçamento";"333900";"";"Outros Serviços de Terceiros - Pessoa Juridica";"NUNO";"17/12/2015 14:54"
"522,000000";"145150,000000";"503";"Convênio Internacional USP/Princeton - Orçamento";"333900";"";"Outros Serviços de Terceiros - Pessoa Juridica";"NUNO";"17/12/2015 15:04"
"523,000000";"147691,000000";"303";"Programa a USP e as Profissões - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"17/12/2015 14:41"
"524,000000";"147896,000000";"300";"Fomento as Iniciativas de Cultura e Extensão - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"07/08/2015 13:44"
"525,000000";"148248,000000";"300";"Fomento as Iniciativas de Cultura e Extensão - Renda Industrial";"333600";"S";"Outros Serviços de Terceiros - PF";"NUNO";"07/08/2015 13:43"
"526,000000";"148280,000000";"230";"Avaliação Institucional - Orçamento";"333300";"";"Passagens e despesas com Locomoção";"NUNO";"17/12/2015 14:17"
"527,000000";"148612,000000";"867";"NAPS - Orçamento";"331800";"";"Auxílio Financeiro a Estudantes";"NUNO";"17/12/2015 13:52"
"528,000000";"149538,000000";"080";"Básica - Renda Industrial";"339300";"S";"Indenizações e Restituições";"ALE_VIOTTO";"08/09/2015 10:08"
"529,000000";"21941,000000";"179";"Convênios";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"21/09/2015 14:51"
"530,000000";"150480,000000";"230";"Avaliação Institucional - Orçamento";"333600";"";"Outros Serviços de Terceiros - Pessoa Física";"NUNO";"17/12/2015 14:18"
"531,000000";"150609,000000";"179";"Convênios - Renda Industrial";"302000";"S";"Auxílio Financeiro a Pesquisadores";"NUNO";"02/10/2015 14:56"
"532,000000";"21933,000000";"179";"Convênios - Renda Industrial";"333900";"S";"Outros Serviços de Terceiros - PJ";"NUNO";"24/02/2016 15:16"
"533,000000";"21909,000000";"179";"Convênios - Renda Industrial";"333600";"S";"Outros Serviços de Terceiros - PF";"NUNO";"02/10/2015 14:58"
"534,000000";"151087,000000";"080";"Básica - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"13/10/2015 15:03"
"535,000000";"151524,000000";"867";"NAPS - Orçamento";"333300";"";"Passagens e despesas com locomoção";"NUNO";"17/12/2015 13:53"
"536,000000";"151770,000000";"600";"Auxílio a Alunos - Orçamento";"331800";"";"Auxílio Financeiro a Estudantes";"NUNO";"17/12/2015 15:05"
"537,000000";"137920,000000";"600";"Auxílio a Alunos - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"17/12/2015 15:06"
"538,000000";"152075,000000";"604";"Auxílio a Vinda de Professores Visitantes - Orçamento";"333900";"";"Outros Serviços de Terceiros - Pessoa Juridica";"NUNO";"23/01/2018 15:29"
"539,000000";"152288,000000";"179";"Convênios - Renda Industrial";"331800";"S";"Auxílio Financeiro a Estudantes";"NUNO";"27/01/2016 10:14"
"540,000000";"151923,000000";"603";"Auxílio a Docentes - Orçamento";"333900";"";"Outros Serviços de Terceiros - Pessoa Juridica";"NUNO";"17/12/2015 15:08"
"541,000000";"153489,000000";"604";"Auxílio a Vinda de Professores Visitantes - Orçamento";"333616";"";"Ajuda de Custo a Colaboradores Eventuais";"NUNO";"08/12/2016 15:09"
"542,000000";"154373,000000";"083";"Manutenção e Reposição de Equipamentos de Informática - Orçamento";"339039";"";"Outros Serviço de Terceiros - Pessoa Juridica";"NUNO";"06/04/2018 15:12"
"543,000000";"155140,000000";"259";"Despesas com Transportes";"339200";"";"Despesas de Exercícios Anteriores";"ALE_VIOTTO";"13/01/2016 13:38"
"544,000000";"300,000000";"300";"Fomento ás Iniciativas de Cultura e Extensão - Renda Industrial";"300";"S";"Saldo Financeiro";"NUNO";"27/01/2016 08:53"
"545,000000";"179,000000";"179";"Convênios - Renda Industrial";"179";"S";"Saldo Financeiro";"NUNO";"24/01/2017 11:15"
"546,000000";"155990,000000";"179";"Convênios - Renda Industrial";"333300";"S";"Passagens e despesas com Locomoção";"NUNO";"01/02/2016 09:20"
"547,000000";"21860,000000";"179";"Convênios - Renda Industrial";"333000";"S";"Material de Consumo";"NUNO";"24/02/2016 15:16"
"548,000000";"158697,000000";"259";"Despesas com Transportes";"333300";"";"Passagens e Despesas com Locomoção";"NUNO";"31/03/2016 09:26"
"549,000000";"158107,000000";"501";"Auxílios Individuais - Orçamento";"333900";"";"Outros Serviços de Terceiros - PJ";"NUNO";"22/07/2016 09:34"
"550,000000";"159278,000000";"179";"Convênios - Renda Industrial";"339014";"S";"Diárias";"RETOMA";"05/04/2016 16:21"
"551,000000";"159375,000000";"263";"Convênios Santander - Renda Industrial";"333900";"S";"Outros Serviços de Terceiros - PJ";"NUNO";"21/09/2016 10:24"
"552,000000";"159774,000000";"263";"Convênios Santander - Renda Industrial";"334800";"S";"Outros Auxílios Financeiros - PF";"NUNO";"21/09/2016 10:24"
"553,000000";"160047,000000";"404";"Projetos Especiais - Grad";"333600";"";"Outros Serviços de Terceiros - PF";"ALE_VIOTTO";"19/04/2016 13:31"
"554,000000";"20945,000000";"080";"Básica - Renda Industrial";"445200";"S";"Equipamentos e Material Permanente";"ALE_VIOTTO";"02/05/2016 15:56"
"555,000000";"158786,000000";"605";"Apoio aos Programas de Pós-Graduação - Orçamento";"339039";"";"Outros Serviço de Terceiros - Pessoa Juridica";"NUNO";"18/11/2016 09:42"
"556,000000";"161671,000000";"300";"Fomento as Iniciativas de Cultura e Extensão";"339033";"S";"Passagens e despesas com locomoção";"NUNO";"07/07/2016 14:57"
"557,000000";"161965,000000";"501";"Auxílios Individuais - Orçamento";"331800";"";"Auxílio Financeiro a Estudantes";"NUNO";"22/07/2016 09:35"
"558,000000";"163720,000000";"513";"Programa Institucional Apoio Novos Docentes da USP - Edital 2013 - Orçamento";"339039";"";"Outros Serviço de Terceiros - Pessoa Juridica";"NUNO";"22/07/2016 09:37"
"559,000000";"162376,000000";"263";"Convênios Santander - Renda Industrial";"339039";"S";"Outros Serviço de Terceiros - Pessoa Juridica";"NUNO";"28/09/2016 10:57"
"560,000000";"165499,000000";"263";"Convênios Santander";"333000";"S";"Material de Consumo";"NUNO";"04/08/2016 14:58"
"561,000000";"165707,000000";"303";"Programa USP e as Profissões";"339036";"";"Outros Serviço de Terceiros - Pessoa Fisíca";"RETOMA";"10/08/2016 13:54"
"562,000000";"141081,000000";"810";"Apoio a Publicações Científicas - Orçamento";"339039";"";"Outros Serviço de Terceiros - Pessoa Juridica";"NUNO";"23/01/2018 14:41"
"563,000000";"167050,000000";"263";"Convênios Santander";"445200";"S";"Equipamentos e Material Permanente";"ALE_VIOTTO";"02/09/2016 10:09"
"564,000000";"167548,000000";"252";"Convênios OBTV";"333600";"";"Outros Serviços de Terceiros - PF";"NUNO";"09/09/2016 13:28"
"565,000000";"167734,000000";"263";"Convênios Santander";"339030";"S";"Passagens e Despesas com Locomoção";"NUNO";"08/03/2018 09:57"
